URL,Duration
https://www.youtube.com/watch?v=eWvmnpvjpL0,109
https://www.youtube.com/watch?v=b5fk8Yx7toU,109
https://www.youtube.com/watch?v=HYYn9DXRGPM,109
https://www.youtube.com/watch?v=33su7Bje7k0,109
https://www.youtube.com/watch?v=gjoP32oIUm0,109
https://www.youtube.com/watch?v=8bI0UJ-36hA,109
https://www.youtube.com/watch?v=dLXhbxDCkGY,109
https://www.youtube.com/watch?v=0PYm9AT2z1A,109
https://www.youtube.com/watch?v=wpUl5_6wBZo,109
https://www.youtube.com/watch?v=093KmZU1jm4,109
https://www.youtube.com/watch?v=OQf4pf1B7pw,110
https://www.youtube.com/watch?v=mnwrGvVFAaY,110
https://www.youtube.com/watch?v=vDX_EO1m2lM,110
https://www.youtube.com/watch?v=vpqlFDUxJIs,110
https://www.youtube.com/watch?v=A2k-ZLIh12g,110
https://www.youtube.com/watch?v=A2k-ZLIh12g,110
https://www.youtube.com/watch?v=OBqk2GfS3kE,110
https://www.youtube.com/watch?v=JmKtdOwojy0,110
https://www.youtube.com/watch?v=dHExBAlA5PA,111
https://www.youtube.com/watch?v=KSu7BfkgQGw,111
https://www.youtube.com/watch?v=2jRktW_FmJ4,111
https://www.youtube.com/watch?v=Sk9GaCldUUk,111
https://www.youtube.com/watch?v=g61CWQ_WoeE,111
https://www.youtube.com/watch?v=lmw4PCvC-Lw,111
https://www.youtube.com/watch?v=bvYXTeyAeRc,111
https://www.youtube.com/watch?v=5k89r8w1RVc,111
https://www.youtube.com/watch?v=BEvONEA6K9g,111
https://www.youtube.com/watch?v=cRJCkZmGwsw,111
https://www.youtube.com/watch?v=DrY4EUirqgE,111
https://www.youtube.com/watch?v=eOPFqO8jIzA,112
https://www.youtube.com/watch?v=ru-5HyRW2ps,112
https://www.youtube.com/watch?v=xZYtL1SMsUw,112
https://www.youtube.com/watch?v=h7J2xpX6lN8,112
https://www.youtube.com/watch?v=B1WWKdp0w5I,112
https://www.youtube.com/watch?v=1kLC_ytiuok,112
https://www.youtube.com/watch?v=Q8EmrNsxr5k,112
https://www.youtube.com/watch?v=87UH60xZpEw,112
https://www.youtube.com/watch?v=zXUhTXXMbeE,112
https://www.youtube.com/watch?v=xa9kU-B0-mk,113
https://www.youtube.com/watch?v=2MnZlKona70,113
https://www.youtube.com/watch?v=w0PJn0Pze-U,113
https://www.youtube.com/watch?v=i4UCmboPWdQ,113
https://www.youtube.com/watch?v=kResLG6VGtk,114
https://www.youtube.com/watch?v=o6NIG3KkwLE,114
https://www.youtube.com/watch?v=Qs6MRYYpx10,114
https://www.youtube.com/watch?v=-ZrZTLo6tGQ,114
https://www.youtube.com/watch?v=IGtibOBRKE4,115
https://www.youtube.com/watch?v=yTpJbreAdN8,115
https://www.youtube.com/watch?v=9kZ-Li8mtS0,115
https://www.youtube.com/watch?v=7fGoaLfItk4,115
https://www.youtube.com/watch?v=Z3CwHFJhdkE,115
https://www.youtube.com/watch?v=-TMkZzzPZBU,115
https://www.youtube.com/watch?v=g4IKiUIXy6Y,115
https://www.youtube.com/watch?v=ZcD6rzPwyHQ,115
https://www.youtube.com/watch?v=IDAUHG3RICk,115
https://www.youtube.com/watch?v=zpCn9m06Lac,116
https://www.youtube.com/watch?v=jePPWVh4AiQ,116
https://www.youtube.com/watch?v=hglJZa9Tt8s,116
https://www.youtube.com/watch?v=5oaYYEuEID0,116
https://www.youtube.com/watch?v=K8po0_ASUDY,116
https://www.youtube.com/watch?v=h4OexHD6A1g,116
https://www.youtube.com/watch?v=IYxe5uoPaYg,116
https://www.youtube.com/watch?v=_YUJKjy12Rs,117
https://www.youtube.com/watch?v=HvdkN4mUJHI,117
https://www.youtube.com/watch?v=A7l6G-Cotvg,117
https://www.youtube.com/watch?v=b74668FJxZw,117
https://www.youtube.com/watch?v=_EX-HnYpAko,117
https://www.youtube.com/watch?v=hW8AMls9NSE,117
https://www.youtube.com/watch?v=lDZ4_eXNRe0,117
https://www.youtube.com/watch?v=15KU2mgaH9g,118
https://www.youtube.com/watch?v=C5GL0-CxwnA,118
https://www.youtube.com/watch?v=Ap76uEe6wrY,118
https://www.youtube.com/watch?v=cjihV-kzRHI,118
https://www.youtube.com/watch?v=XnJcgVOPU_s,118
https://www.youtube.com/watch?v=Lt0_9wA_slE,118
https://www.youtube.com/watch?v=h11b20hmNKs,119
https://www.youtube.com/watch?v=RhL5X7lDC-I,119
https://www.youtube.com/watch?v=hTq1fsVeuRE,119
https://www.youtube.com/watch?v=PNwyO3ayYm0,119
https://www.youtube.com/watch?v=pT-TJbrE1DU,119
https://www.youtube.com/watch?v=qfApf6Gqr5g,119
